Dispozițiilor	dispoziție	Ncfpoy	Nc	NPOY	O
complementare	complementar	Afpfp-n	Af	APN	O
ale	al	Tsfp	Ts	TP	O
statelor	stat	Ncfpoy	Nc	NPOY	O
referitoare	referitor	Afpf--n	Af	AN	O
la	la	Spsa	Sp	S	O
interpretarea	interpretare	Ncfsry	Nc	NSRY	O
Regulilor	regulă	Ncfpoy	Nc	NPOY	O
uniforme	uniform	Afpfp-n	Af	APN	O
privind	privi	Vmg	Vm	VG	O
contractul_de_transport	contract_de_transport	Ncmsry	Nc	NSRY	O
internațional	internațional	Afpms-n	Af	ASN	O
feroviar	feroviar	Afpms-n	Af	ASN	O
al	al	Tsms	Ts	TS	O
călătorilor	călător	Ncmpoy	Nc	NPOY	O
și	și	Crssp	Cr	CR	O
bagajelor	bagaj	Ncfpoy	Nc	NPOY	O
(	(	LPAR	LP	LPAR	O
CIV	CIV	Np	Np	NP	O
)	)	RPAR	RP	RPAR	O
,	,	COMMA	CO	COMMA	O
precum_și	precum_și	Cscsp	Cs	C	O
al	al	Tsms	Ts	TS	O
mărfurilor	marfă	Ncfpoy	Nc	NPOY	O
(	(	LPAR	LP	LPAR	O
CIM	CIM	Np	Np	NP	O
)	)	RPAR	RP	RPAR	O
,	,	COMMA	CO	COMMA	O
Anexele	anexă	Ncfpry	Nc	NPRY	O
A	A	Ncm--n	Nc	NN	O
și	și	Crssp	Cr	CR	O
B	B	Ncm--n	Nc	NN	O
la	la	Spsa	Sp	S	O
Convenția	convenție	Ncfsry	Nc	NSRY	O
cu_privire_la	cu_privire_la	Spca	Sp	S	O
transporturile_internaționale	transport_internațional	Ncfpry	Nc	NPRY	O
feroviare	feroviară	Ncfp-n	Nc	NPN	O
(	(	LPAR	LP	LPAR	O
COTIF	COTIF	Np	Np	NP	O
)	)	RPAR	RP	RPAR	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Intrăm	intra	Vmip1p	Vm	V1	O
în	în	Spsa	Sp	S	O
ordinea	ordine	Ncfsry	Nc	NSRY	O
de	de	Spsa	Sp	S	O
zi	zi	Ncfsrn	Nc	NSRN	O
și	și	Crssp	Cr	CR	O
vă	tu	Pp2-pd--------w	Pp	PPPD	O
prezint	prezenta	Vmip1s	Vm	V1	O
informarea	informare	Ncfsry	Nc	NSRY	O
cu_privire_la	cu_privire_la	Spca	Sp	S	O
inițiativele	inițiativă	Ncfpry	Nc	NPRY	O
legislative	legislativ	Afpfp-n	Af	APN	O
înregistrate	înregistra	Vmp--pf	Vm	VPPF	O
la	la	Spsa	Sp	S	O
Camera	cameră	Ncfsry	Nc	NSRY	ORG
Deputaților	deputat	Ncmpoy	Nc	NPOY	ORG
și	și	Crssp	Cr	CR	O
care	care	Pw3--r	Pw	RELR	O
urmează	urma	Vmip3	Vm	V3	O
a	a	Qn	Qn	QN	O
fi	fi	Vanp	Va	VA	O
avizate	aviza	Vmp--pf	Vm	VPPF	O
de	de	Spsa	Sp	S	O
comisiile	comisie	Ncfpry	Nc	NPRY	O
permanente	permanent	Afpfp-n	Af	APN	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
1	1	Mc-p-d	Mc	M	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Propunerea	propunere	Ncfsry	Nc	NSRY	O
legislativă	legislativ	Afpfsrn	Af	ASN	O
privind	privi	Vmg	Vm	VG	O
reînființarea	reînființare	Ncfsry	Nc	NSRY	O
comunei	comună	Ncfsoy	Nc	NSOY	LOC
Găvănești	Găvănești	Np	Np	NP	LOC
,	,	COMMA	CO	COMMA	O
județul	județ	Ncmsry	Nc	NSRY	LOC
Olt	Olt	Np	Np	NP	LOC
,	,	COMMA	CO	COMMA	O
inițiată	iniția	Vmp--sf	Vm	VPSF	O
de	de	Spsa	Sp	S	O
domnul	domn	Ncmsry	Nc	NSRY	O
deputat	deputat	Ncms-n	Nc	NSN	O
Simion	Simion	Np	Np	NP	PER
Bagdasar	Bagdasar	Np	Np	NP	PER
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Cu	cu	Spsa	Sp	S	O
această	acest	Dd3fsr---e	Dd	DMSR	O
propunere_legislativă	propunere_legislativă	Ncfsrn	Nc	NSRN	O
au	avea	Va--3p	Va	VA3P	O
fost	fi	Vap--sm	Va	VA	O
sesizate	sesiza	Vmp--pf	Vm	VPPF	O
următoarele	următor	Afpfpry	Af	APRY	O
comisii	comisie	Ncfp-n	Nc	NPN	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
în	în	Spsa	Sp	S	O
fond	fond	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
pentru	pentru	Spsa	Sp	S	ORG
administrație_publică	administrație_publică	Ncfsrn	Nc	NSRN	ORG
,	,	COMMA	CO	COMMA	ORG
amenajarea	amenajare	Ncfsry	Nc	NSRY	ORG
teritoriului	teritoriu	Ncmsoy	Nc	NSOY	ORG
și	și	Crssp	Cr	CR	ORG
echilibrul_ecologic	echilibru_ecologic	Ncmsry	Nc	NSRY	ORG
;	;	SCOLON	SC	SCOLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
pentru	pentru	Spsa	Sp	S	O
avize	aviz	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	O
pentru	pentru	Spsa	Sp	S	O
buget	buget	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
finanțe	finanțe	Ncfp-n	Nc	NPN	O
și	și	Crssp	Cr	CR	O
bănci	bancă	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
juridică	juridic	Afpfsrn	Af	ASN	ORG
,	,	COMMA	CO	COMMA	ORG
de	de	Spsa	Sp	S	ORG
disciplină	disciplină	Ncfsrn	Nc	NSRN	ORG
și	și	Crssp	Cr	CR	ORG
imunități	imunitate	Ncfson	Nc	NSON	ORG
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
2	2	Mc-p-d	Mc	M	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Propunerea	propunere	Ncfsry	Nc	NSRY	O
legislativă	legislativ	Afpfsrn	Af	ASN	O
pentru	pentru	Spsa	Sp	S	O
declararea	declarare	Ncfsry	Nc	NSRY	O
ca	ca	Rc	Rc	RC	O
oraș	oraș	Ncms-n	Nc	NSN	O
a	al	Tsfs	Ts	TS	O
Comunei	comună	Ncfsoy	Nc	NSOY	LOC
Potcoava	potcoavă	Ncfsry	Nc	NSRY	LOC
,	,	COMMA	CO	COMMA	O
din	din	Spsa	Sp	S	O
Județul	județ	Ncmsry	Nc	NSRY	LOC
Olt	Olt	Np	Np	NP	LOC
,	,	COMMA	CO	COMMA	O
inițiată	iniția	Vmp--sf	Vm	VPSF	O
de	de	Spsa	Sp	S	O
domnul	domn	Ncmsry	Nc	NSRY	O
deputat	deputat	Ncms-n	Nc	NSN	O
Simion	Simion	Np	Np	NP	PER
Bagdasar	Bagdasar	Np	Np	NP	PER
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Cu	cu	Spsa	Sp	S	O
această	acest	Dd3fsr---e	Dd	DMSR	O
propunere_legislativă	propunere_legislativă	Ncfsrn	Nc	NSRN	O
au	avea	Va--3p	Va	VA3P	O
fost	fi	Vap--sm	Va	VA	O
sesizate	sesiza	Vmp--pf	Vm	VPPF	O
următoarele	următor	Afpfpry	Af	APRY	O
comisii	comisie	Ncfp-n	Nc	NPN	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
în	în	Spsa	Sp	S	O
fond	fond	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
pentru	pentru	Spsa	Sp	S	ORG
administrație_publică	administrație_publică	Ncfsrn	Nc	NSRN	ORG
,	,	COMMA	CO	COMMA	ORG
amenajarea	amenajare	Ncfsry	Nc	NSRY	ORG
teritoriului	teritoriu	Ncmsoy	Nc	NSOY	ORG
și	și	Crssp	Cr	CR	ORG
echilibrul_ecologic	echilibru_ecologic	Ncmsry	Nc	NSRY	ORG
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
pentru	pentru	Spsa	Sp	S	O
avize	aviz	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	O
pentru	pentru	Spsa	Sp	S	O
buget	buget	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
finanțe	finanțe	Ncfp-n	Nc	NPN	O
și	și	Crssp	Cr	CR	O
bănci	bancă	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
juridică	juridic	Afpfsrn	Af	ASN	ORG
,	,	COMMA	CO	COMMA	ORG
de	de	Spsa	Sp	S	ORG
disciplină	disciplină	Ncfsrn	Nc	NSRN	ORG
și	și	Crssp	Cr	CR	ORG
imunități	imunitate	Ncfson	Nc	NSON	ORG
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
3	3	Mc-p-d	Mc	M	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Propunerea	propunere	Ncfsry	Nc	NSRY	O
legislativă	legislativ	Afpfsrn	Af	ASN	O
privind	privi	Vmg	Vm	VG	O
reînființarea	reînființare	Ncfsry	Nc	NSRY	O
Comunei	comună	Ncfsoy	Nc	NSOY	LOC
Vitănești	Vitănești	Np	Np	NP	LOC
,	,	COMMA	CO	COMMA	O
județul	județ	Ncmsry	Nc	NSRY	LOC
Olt	Olt	Np	Np	NP	LOC
,	,	COMMA	CO	COMMA	O
inițiată	iniția	Vmp--sf	Vm	VPSF	O
de	de	Spsa	Sp	S	O
domnul	domn	Ncmsry	Nc	NSRY	O
deputat	deputat	Ncms-n	Nc	NSN	O
Simion	Simion	Np	Np	NP	PER
Bagdasar	Bagdasar	Np	Np	NP	PER
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
(	(	LPAR	LP	LPAR	O
Comentarii	comentariu	Ncfp-n	Nc	NPN	O
în	în	Spsa	Sp	S	O
sală	sală	Ncfsrn	Nc	NSRN	O
)	)	RPAR	RP	RPAR	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Până	până	Csssp	Cs	C	O
la	la	Spsa	Sp	S	O
urmă	urmă	Ncfsrn	Nc	NSRN	O
va	vrea	Va--3s	Va	VA3S	O
fi	fi	Vanp	Va	VA	O
reînființat	reînființa	Vmp--sm	Vm	VPSM	O
întregul	întreg	Afpmsry	Af	ASRY	O
județ	județ	Ncms-n	Nc	NSN	O
...	...	HELLIP	HE	HELLIP	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Cu	cu	Spsa	Sp	S	O
această	acest	Dd3fsr---e	Dd	DMSR	O
propunere_legislativă	propunere_legislativă	Ncfsrn	Nc	NSRN	O
au	avea	Va--3p	Va	VA3P	O
fost	fi	Vap--sm	Va	VA	O
sesizate	sesiza	Vmp--pf	Vm	VPPF	O
următoarele	următor	Afpfpry	Af	APRY	O
comisii	comisie	Ncfp-n	Nc	NPN	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
în	în	Spsa	Sp	S	O
fond	fond	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
pentru	pentru	Spsa	Sp	S	ORG
administrație_publică	administrație_publică	Ncfsrn	Nc	NSRN	ORG
,	,	COMMA	CO	COMMA	ORG
amenajarea	amenajare	Ncfsry	Nc	NSRY	ORG
teritoriului	teritoriu	Ncmsoy	Nc	NSOY	ORG
și	și	Crssp	Cr	CR	ORG
echilibrul_ecologic	echilibru_ecologic	Ncmsry	Nc	NSRY	ORG
;	;	SCOLON	SC	SCOLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
pentru	pentru	Spsa	Sp	S	O
avize	aviz	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	O
pentru	pentru	Spsa	Sp	S	O
buget	buget	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
finanțe	finanțe	Ncfp-n	Nc	NPN	O
și	și	Crssp	Cr	CR	O
bănci	bancă	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
juridică	juridic	Afpfsrn	Af	ASN	ORG
,	,	COMMA	CO	COMMA	ORG
de	de	Spsa	Sp	S	ORG
disciplină	disciplină	Ncfsrn	Nc	NSRN	ORG
și	și	Crssp	Cr	CR	ORG
imunități	imunitate	Ncfson	Nc	NSON	ORG
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
4	4	Mc-p-d	Mc	M	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Propunerea	propunere	Ncfsry	Nc	NSRY	O
legislativă	legislativ	Afpfsrn	Af	ASN	O
privind	privi	Vmg	Vm	VG	O
reînființarea	reînființare	Ncfsry	Nc	NSRY	O
comunei	comună	Ncfsoy	Nc	NSOY	LOC
Mărgineni	mărginean	Ncmp-n	Nc	NPN	LOC
,	,	COMMA	CO	COMMA	O
județul	județ	Ncmsry	Nc	NSRY	LOC
Olt	Olt	Np	Np	NP	LOC
,	,	COMMA	CO	COMMA	O
inițiată	iniția	Vmp--sf	Vm	VPSF	O
de	de	Spsa	Sp	S	O
domnul	domn	Ncmsry	Nc	NSRY	O
deputat	deputat	Ncms-n	Nc	NSN	O
Simion	Simion	Np	Np	NP	PER
Bagdasar	Bagdasar	Np	Np	NP	PER
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
(	(	LPAR	LP	LPAR	O
In	In	Yn	Yn	Y	O
sală	sală	Ncfsrn	Nc	NSRN	O
se	sine	Px3--a--------w	Px	PXA	O
strigă	striga	Vmis3s	Vm	V3	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
"	"	DBLQ	DB	DBLQ	O
Bravo	bravo	I	I	I	O
!	!	EXCL	EX	EXCL	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
"	"	DBLQ	DB	DBLQ	O
,	,	COMMA	CO	COMMA	O
aplauze	aplauze	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
rumoare	rumoare	Ncfsrn	Nc	NSRN	O
)	)	RPAR	RP	RPAR	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Cu	cu	Spsa	Sp	S	O
această	acest	Dd3fsr---e	Dd	DMSR	O
propunere_legislativă	propunere_legislativă	Ncfsrn	Nc	NSRN	O
au	avea	Va--3p	Va	VA3P	O
fost	fi	Vap--sm	Va	VA	O
sesizate	sesiza	Vmp--pf	Vm	VPPF	O
următoarele	următor	Afpfpry	Af	APRY	O
comisii	comisie	Ncfp-n	Nc	NPN	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
pentru	pentru	Spsa	Sp	S	ORG
administrație_publică	administrație_publică	Ncfsrn	Nc	NSRN	ORG
,	,	COMMA	CO	COMMA	ORG
amenajarea	amenajare	Ncfsry	Nc	NSRY	ORG
teritoriului	teritoriu	Ncmsoy	Nc	NSOY	ORG
și	și	Crssp	Cr	CR	ORG
echilibrul_ecologic	echilibru_ecologic	Ncmsry	Nc	NSRY	ORG
;	;	SCOLON	SC	SCOLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
pentru	pentru	Spsa	Sp	S	O
avize	aviz	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	O
pentru	pentru	Spsa	Sp	S	O
buget	buget	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
finanțe	finanțe	Ncfp-n	Nc	NPN	O
și	și	Crssp	Cr	CR	O
bănci	bancă	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
juridică	juridic	Afpfsrn	Af	ASN	ORG
,	,	COMMA	CO	COMMA	ORG
de	de	Spsa	Sp	S	ORG
disciplină	disciplină	Ncfsrn	Nc	NSRN	ORG
și	și	Crssp	Cr	CR	ORG
imunități	imunitate	Ncfson	Nc	NSON	ORG
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
5	5	Mc-p-d	Mc	M	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Propunerea	propunere	Ncfsry	Nc	NSRY	O
...	...	HELLIP	HE	HELLIP	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
(	(	LPAR	LP	LPAR	O
râsete	râset	Ncfp-n	Nc	NPN	O
în	în	Spsa	Sp	S	O
sală	sală	Ncfsrn	Nc	NSRN	O
)	)	RPAR	RP	RPAR	O
...	...	HELLIP	HE	HELLIP	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
propunerea	propunere	Ncfsry	Nc	NSRY	O
legislativă	legislativ	Afpfsrn	Af	ASN	O
privind	privi	Vmg	Vm	VG	O
reînființarea	reînființare	Ncfsry	Nc	NSRY	O
comunei	comună	Ncfsoy	Nc	NSOY	LOC
Negreni	Negreni	Np	Np	NP	LOC
,	,	COMMA	CO	COMMA	O
județul	județ	Ncmsry	Nc	NSRY	LOC
Olt	Olt	Np	Np	NP	LOC
(	(	LPAR	LP	LPAR	O
rumoare	rumoare	Ncfsrn	Nc	NSRN	O
în	în	Spsa	Sp	S	O
sala	sală	Ncfsry	Nc	NSRY	O
de	de	Spsa	Sp	S	O
ședință	ședință	Ncfsrn	Nc	NSRN	O
)	)	RPAR	RP	RPAR	O
,	,	COMMA	CO	COMMA	O
inițiată	iniția	Vmp--sf	Vm	VPSF	O
de	de	Spsa	Sp	S	O
domnul	domn	Ncmsry	Nc	NSRY	O
deputat	deputat	Ncms-n	Nc	NSN	O
Simion	Simion	Np	Np	NP	PER
Bagdasar	Bagdasar	Np	Np	NP	PER
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Cu	cu	Spsa	Sp	S	O
această	acest	Dd3fsr---e	Dd	DMSR	O
propunere_legislativă	propunere_legislativă	Ncfsrn	Nc	NSRN	O
au	avea	Va--3p	Va	VA3P	O
fost	fi	Vap--sm	Va	VA	O
sesizate	sesiza	Vmp--pf	Vm	VPPF	O
următoarele	următor	Afpfpry	Af	APRY	O
comisii	comisie	Ncfp-n	Nc	NPN	O
:	:	COLON	CO	COLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
în	în	Spsa	Sp	S	O
fond	fond	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
pentru	pentru	Spsa	Sp	S	ORG
administrație_publică	administrație_publică	Ncfsrn	Nc	NSRN	ORG
,	,	COMMA	CO	COMMA	ORG
amenajarea	amenajare	Ncfsry	Nc	NSRY	ORG
teritoriului	teritoriu	Ncmsoy	Nc	NSOY	ORG
și	și	Crssp	Cr	CR	ORG
echilibrul_ecologic	echilibru_ecologic	Ncmsry	Nc	NSRY	ORG
;	;	SCOLON	SC	SCOLON	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
pentru	pentru	Spsa	Sp	S	O
avize	aviz	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	O
pentru	pentru	Spsa	Sp	S	O
buget	buget	Ncms-n	Nc	NSN	O
,	,	COMMA	CO	COMMA	O
finanțe	finanțe	Ncfp-n	Nc	NPN	O
și	și	Crssp	Cr	CR	O
bănci	bancă	Ncfp-n	Nc	NPN	O
,	,	COMMA	CO	COMMA	O
Comisia	comisie	Ncfsry	Nc	NSRY	ORG
juridică	juridic	Afpfsrn	Af	ASN	ORG
,	,	COMMA	CO	COMMA	ORG
de	de	Spsa	Sp	S	ORG
disciplină	disciplină	Ncfsrn	Nc	NSRN	ORG
și	și	Crssp	Cr	CR	ORG
imunități	imunitate	Ncfson	Nc	NSON	ORG
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
(	(	LPAR	LP	LPAR	O
Rumoare	rumoare	Ncfsrn	Nc	NSRN	O
în	în	Spsa	Sp	S	O
sală	sală	Ncfsrn	Nc	NSRN	O
)	)	RPAR	RP	RPAR	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
6	6	Mc-p-d	Mc	M	O
.	.	PERIOD	PE	PERIOD	O
</s>	</s>	</s>	</s>	</s>	O
<s>	<s>	<s>	<s>	<s>	O
Proiectul	proiect	Ncmsry	Nc	NSRY	O
de	de	Spsa	Sp	S	O
Lege	lege	Ncfsrn	Nc	NSRN	O
pentru	pentru	Spsa	Sp	S	O
ratificarea	ratificare	Ncfsry	Nc	NSRY	O
Protocolului	protocol	Ncmsoy	Nc	NSOY	O
referitor	referitor	Afpms-n	Af	ASN	O
